Netid, Fid, LB_FF
8, 211, 6.9227272406947655
8, 27, 6.338596585318082
8, 18, 17.26497710430258
8, 64, 17.613514143424485
8, 88, 8.900058249181203
8, 217, 5.515373659355379
8, 13, 4.8939382321693925
8, 66, 10.745702028602107
8, 274, 9.161655319329153
8, 272, 10.075767142141567
8, 137, 10.895250927715672
8, 161, 11.77936113845288
8, 98, 11.582365034146715
8, 81, 9.050947401293874
8, 128, 10.726932528150357
8, 111, 9.588349358338023
8, 210, 28.055076480800555
8, 226, 10.45202164892547
8, 112, 7.598588510703606
8, 31, 23.617894104685657
8, 145, 9.507470316455526
8, 168, 5.209767807608372
8, 149, 10.505826781964274
8, 146, 7.717306526793328
8, 255, 8.012642734486565
8, 228, 8.089449108600052
8, 193, 9.881213979174106
8, 205, 10.58368025043439
8, 139, 13.712801458339706
8, 10, 5.579842100823843
8, 7, 5.362021625720563
8, 263, 6.600022093234703
8, 234, 8.080204539619288
8, 94, 7.128596392643439
8, 176, 7.360206505883359
8, 90, 6.515425258209307
8, 166, 12.532795719714027
8, 4, 2.957632490661728
8, 206, 6.343770291115489
8, 160, 10.537693177201614
8, 79, 0.6234950923084255
8, 95, 9.034806922289276
8, 118, 5.689568064239197
8, 14, 6.628436909474234
8, 189, 5.141319173246607
8, 239, 20.322183670596996
8, 55, 23.484622912943863
8, 71, 9.629767672751182
8, 256, 5.020641797387107
8, 15, 12.504975034262117
8, 271, 7.6385360706659355
8, 252, 23.617894104685657
8, 65, 4.922305230427809
8, 40, 1.0040340749422658
8, 241, 9.729380555244788
8, 178, 1.892806902578399
8, 180, 8.608138997268528
8, 199, 6.511482687641497
8, 1, 4.98442727168392
9, 13, 8.381490961367552
9, 18, 4.904775773334449
9, 19, 0.7167770487161009
9, 42, 6.381119608696469
9, 2, 0.7571702052158948
9, 46, 2.103599236561487
9, 10, 1.3196547928369795
9, 16, 1.391722538282808
9, 15, 1.8736313778237743
9, 45, 7.3304309755920505
9, 21, 3.0951189874749883
9, 27, 3.9870650502777414
9, 32, 4.134207406881063
9, 38, 2.103599236561487
9, 11, 1.0787141627265822
9, 14, 2.3648283042425065
9, 7, 1.7633603311209873
9, 9, 6.964095907168602
9, 44, 1.09058938031745
9, 26, 2.2321047446479674
9, 29, 1.7975448619655783
9, 33, 4.923581225250029
9, 30, 4.395079851270231
9, 4, 2.7894901356763895
9, 17, 1.1009473020900837
9, 40, 2.987343397703352
9, 5, 2.7533708596607704
9, 36, 3.1422842846623604
9, 6, 1.089197890548442
9, 28, 1.5305899518828892
9, 22, 2.2049008447132215
9, 3, 1.5661689295948822
9, 20, 1.7023385127465216
9, 31, 2.4314062291168987
9, 39, 2.079992468302256
9, 24, 2.284320267740134
9, 23, 2.1646087923048105
9, 25, 3.404971503797
9, 34, 2.7541094884557205
9, 8, 2.9751362144697464
9, 35, 4.022590779357029
9, 0, 4.158470784663606
9, 1, 0.7422798893724152
9, 12, 8.793291619906341
9, 41, 4.158470784663606
9, 43, 6.80371515110854
9, 37, 2.4269129161460254
10, 42, 9.244427808185174
10, 285, 11.511527365610997
10, 50, 11.553570155978818
10, 286, 7.265338743927706
10, 241, 5.378210421764267
10, 231, 10.585890108560685
10, 85, 5.164885758034031
10, 177, 5.878179593439924
10, 22, 6.089659446442875
10, 337, 3.770037662306972
10, 378, 8.056713940952505
10, 7, 6.458978049400732
10, 161, 9.341860177571398
10, 145, 12.52944053233145
10, 97, 8.037861813529645
10, 122, 4.105138884673636
10, 335, 11.014920506651045
10, 347, 10.115016408058592
10, 266, 9.08342771250979
10, 154, 8.217341360154242
10, 142, 6.361477251638451
10, 144, 3.6421549611266646
10, 88, 4.722955882160197
10, 70, 6.949712992760713
10, 342, 1.876565148713032
10, 87, 4.093759111852633
10, 287, 12.098752652549571
10, 327, 7.846746903500716
10, 359, 9.896796964464087
10, 147, 4.7508069901702985
10, 350, 5.388311858972767
10, 293, 7.381681621887835
10, 93, 2.583866077780034
10, 108, 4.469692630849374
10, 198, 9.882251676567343
10, 165, 4.99610694458641
10, 41, 3.2255881048094257
10, 79, 9.623302972421433
10, 338, 6.155697906051352
10, 270, 7.740180318187394
10, 126, 8.022375906106006
10, 332, 10.412058360881838
10, 246, 10.735125271098036
10, 320, 11.966567325018971
10, 428, 9.143135825240932
10, 355, 4.744354983412382
10, 51, 4.460588322022624
10, 33, 5.759611831409378
10, 226, 5.977540352469195
10, 390, 5.827712470171163
10, 38, 9.117882647281204
10, 244, 9.905578703104467
10, 309, 8.395069370847441
10, 330, 6.143502789220677
10, 399, 7.0813619657264635
10, 383, 8.131871832361874
10, 302, 5.520115765066293
10, 134, 5.5579263006235236
10, 190, 3.3060024499259035
10, 406, 3.6473045132926027
10, 303, 4.7054481337960565
10, 73, 7.798927043939692
10, 101, 6.470268517327041
10, 189, 4.996219818909989
10, 336, 9.143135825240932
10, 420, 3.7904078511413073
10, 3, 7.153040314922281
10, 323, 1.2784073979554669
10, 280, 3.2325111440155405
10, 71, 10.150228025958413
10, 277, 7.2616545160904105
10, 72, 3.0293534356378253
10, 268, 6.413715721227699
10, 218, 10.262301048492441
10, 283, 11.648246972079434
10, 276, 6.712644656824802
10, 8, 4.656566033493184
10, 224, 5.381996801553438
10, 1, 11.667657716319946
10, 24, 8.228753326530116
10, 221, 2.8287685362271477
10, 240, 10.101060854476955
10, 292, 6.784496002861778
10, 193, 3.5575403110051527
10, 174, 2.5356175398454317
10, 59, 7.4847585123599405
10, 365, 3.867611857998429
10, 351, 7.117263345218081
10, 317, 5.971250110002799
10, 173, 3.4924889136944937
10, 379, 0.9745056158041793
10, 423, 6.011740757240593
10, 387, 6.099534529134355
10, 10, 9.23727278094056
10, 314, 7.551675800616157
10, 284, 8.211828387732615
10, 381, 12.027915212123624
10, 4, 6.041789021575006
10, 380, 4.689218796092371
10, 306, 12.54387781735691
10, 136, 10.101060854476955
10, 62, 4.580979395830648
10, 146, 7.117263345218081
10, 334, 2.2653008366387275
10, 105, 8.624545922341223
10, 43, 6.281434057162921
10, 427, 12.510091864356166
10, 297, 3.9216332868929094
10, 408, 4.934995744954403
10, 81, 8.27652414837207
10, 388, 4.036431481566717
10, 421, 10.579938557324798
10, 225, 8.53188199731719
10, 414, 4.789038144744368
10, 291, 7.378613272112257
10, 413, 5.819857045378651
10, 106, 8.211828387732615
10, 418, 0.7542782636792398
10, 271, 5.2339108546024775
10, 2, 4.781928785041784
10, 98, 11.179315993853251
10, 121, 13.700961229010053
10, 397, 14.25143580639802
10, 34, 10.115599940987456
10, 424, 6.065650760646266
10, 104, 4.353919440204701
10, 367, 9.920522438528899
10, 54, 6.22176840008132
10, 151, 10.115599940987456
10, 40, 10.789597816276975
10, 53, 5.416205375252638
10, 192, 4.339075246815893
10, 113, 0.9745056158041793
10, 233, 0.7542782636792398
10, 36, 2.2653008366387275
10, 61, 8.45104601867861
10, 348, 3.621741149570095
10, 207, 5.199799025054294
10, 402, 10.439218520611616
10, 60, 5.398748658136268
10, 368, 10.267900994040751
10, 56, 9.287951613249204
10, 109, 6.32459349066507
10, 308, 4.5692807191773746
10, 5, 8.78950571760326
10, 248, 4.849484744470705
10, 400, 7.06351396107983
10, 328, 9.11291989055509
10, 288, 13.332933170049769
10, 203, 9.855080815768062
10, 28, 8.017024519556468
10, 345, 5.663002162592074
10, 48, 10.294651722256301
10, 156, 3.2014884398334376
10, 162, 4.548980552634261
10, 219, 3.4164355050349426
10, 202, 10.412058360881838
10, 12, 13.700961229010053
10, 67, 7.551675800616157
10, 329, 5.379904165214069
10, 326, 4.42227200018159
10, 299, 6.003564044998358
10, 358, 4.656566033493184
10, 29, 3.8008888079391934
10, 57, 6.8909939727181415
10, 159, 12.52944053233145
10, 195, 3.792374875758023
10, 182, 4.339075246815893
10, 128, 12.501090009592986
10, 386, 10.548264535757731
10, 112, 9.531493047229857
10, 171, 5.283317362926282
10, 76, 6.516810814026147
10, 260, 4.064923025617235
10, 396, 11.241702501684737
10, 119, 9.223957930530108
10, 125, 13.291254206198774
10, 316, 10.353474782893436
10, 252, 9.047170991311209
10, 305, 4.2359825326051554
10, 176, 8.604074922084592
10, 429, 7.276030032438643
10, 234, 6.771508484829088
10, 65, 2.889680779135375
10, 160, 4.74640168688943
10, 115, 12.098752652549571
10, 6, 6.171765961342326
10, 143, 1.813597536020878
10, 392, 9.194279938636344
10, 194, 11.58581783133077
10, 431, 3.3537153975120475
10, 262, 10.676753113796
10, 133, 10.03813637776206
10, 249, 8.428085936881917
10, 64, 6.987663179060587
10, 26, 9.72665848696505
10, 123, 5.932976992023306
10, 363, 7.658699391480997
10, 199, 5.124095804167682
10, 157, 5.642411964412212
10, 376, 9.506393675878133
10, 63, 6.906123712491569
10, 170, 10.137691868697416
10, 346, 6.670531468750212
10, 417, 9.229647845615535
10, 438, 6.7313832265276785
10, 318, 3.694253084946965
10, 357, 4.667766354066616
10, 118, 4.837409419226259
10, 333, 7.906546201639166
10, 261, 4.755736104422813
10, 91, 6.6604050965846255
10, 331, 6.271650563561856
10, 290, 4.271589916895877
10, 264, 6.345400415131741
10, 353, 6.4807156198054
10, 352, 5.045639306323902
10, 152, 5.858471875922847
10, 238, 5.164885758034031
10, 282, 10.267900994040751
10, 100, 7.993447698600038
10, 312, 5.414024431057548
10, 66, 6.878034012552448
10, 296, 7.342804272699825
10, 254, 11.320986221886837
10, 132, 13.271671889338458
10, 19, 6.8909939727181415
10, 31, 6.324105076332019
10, 83, 8.958688976328522
10, 405, 10.02934584496328
10, 410, 4.460588322022624
10, 110, 12.538637994642809
10, 32, 4.896318027437652
10, 30, 3.5592552465146174
10, 294, 4.688106341283706
10, 84, 8.679604633709786
10, 169, 11.880341637087925
10, 389, 6.878034012552448
10, 255, 9.08342771250979
10, 437, 4.271589916895877
10, 116, 10.444832988783826
10, 340, 5.771968059336755
10, 44, 10.284544708032689
10, 167, 4.5078883595748325
10, 258, 4.455504144070723
10, 80, 8.783388077959021
10, 178, 9.75827745000497
10, 75, 7.798927043939692
10, 313, 3.9216332868929094
10, 166, 7.401044736755088
10, 77, 4.974901871499802
10, 206, 4.989172732680269
10, 45, 5.045639306323902
10, 325, 12.098752652549571
10, 158, 0.7213333676735669
10, 228, 9.471081488875448
10, 310, 8.053924621157504
10, 52, 7.690233333241053
10, 403, 11.750447659226793
10, 37, 9.426052174165742
10, 441, 0.7213333676735669
10, 430, 9.525933836733591
10, 324, 5.759611831409378
10, 103, 12.255448372693078
10, 149, 0.6344869545161406
10, 187, 8.40043686861072
10, 344, 7.4560124958745595
10, 214, 5.705847229074958
10, 440, 7.146877197528571
10, 384, 7.6269547994024345
10, 0, 9.23727278094056
10, 220, 14.397734208356018
10, 213, 7.011288527006891
10, 11, 5.564869660551716
10, 422, 8.534390716541278
10, 432, 6.670747502351962
10, 27, 6.0789614435231085
10, 272, 11.511527365610997
10, 235, 9.508540816717055
10, 39, 4.400554917726798
10, 267, 10.512482786552146
10, 372, 8.616112451114494
10, 419, 9.750631444814568
10, 35, 7.410306468159717
10, 257, 8.106605452056726
10, 95, 9.900791190355164
10, 416, 5.379904165214069
10, 131, 6.670747502351962
10, 180, 2.654098361143221
10, 58, 10.052033178062787
10, 385, 1.900703794871296
10, 321, 11.408351579142366
10, 436, 8.39488252768824
10, 148, 9.739057397073784
10, 301, 10.137691868697416
10, 9, 3.6029614273562975
10, 69, 5.197959273614407
10, 74, 10.115016408058592
10, 135, 6.345400415131741
10, 300, 6.26951488575342
10, 130, 6.915305013771411
10, 201, 5.858471875922847
10, 371, 8.603760054914359
10, 96, 3.3427243851791584
10, 426, 9.08342771250979
10, 208, 8.032277730262466
10, 349, 11.241702501684737
10, 18, 5.878179593439924
10, 92, 4.460588322022624
10, 227, 10.606027943921822
10, 141, 4.974901871499802
10, 442, 6.239759015065259
10, 412, 3.3060024499259035
10, 17, 6.413715721227699
10, 55, 11.857698074866274
10, 210, 10.439218520611616
10, 245, 9.691178986692409
10, 102, 6.171765961342326
10, 155, 6.87170666812418
10, 127, 9.33199930997264
10, 196, 5.977540352469195
10, 124, 11.28662163636271
10, 275, 6.517073121822231
10, 120, 3.1516135436437627
10, 232, 5.070217172913934
